company_rating,job_title,job_location,company_industry,company_size,company_type,company_sector,company_career_opportunities_rating,company_comp_and_benefits_rating,company_culture_and_values_rating,company_work/life_balance_rating,reviews_by_same_job_pros,reviews_by_same_job_cons,employee_benefit_reviews
4,Manager Software Engineering 2,"El Segundo, CA",Aerospace & Defense,10000+ Employees,Company - Public,Aerospace & Defense,3.9,3.7,3.8,4.1,"[""Good work life balance mostly"",""benefits are good and start day 1"",""Good pay and stability in the workplace"",""So its a great for people who go from undergrad to grad school with minimal experience and can get a well"",""management is good.""]","[""no work life balance"",""Benefits could be better as well as PTO"",""Felt pay was low and speed of work was slow"",""Higher ups could care less about people who do the work."",""Even with bad management, I would still recommend to a friend if that friend was junior to mid level.""]","[""PTO, healthcare and 401K are all offered and are all excellent options"",""Great health insurance, flexibility, and PTO."",""Decent benefits. PTO and sick time are wrapped into one benefit. ""]"
3.4,Business Analyst,"New York, NY",Broadcast Media,10000+ Employees,Company - Public,Media & Communication,3,2.7,3.4,3.5,"[""great people"",""Great opportunity to learn and grow""]","[""Low Pay and kind of boring."",""Income management, meaning they don't want you to make to much money because they think it will kill your motivation to hustle."",""Work environment is fast""]","[""Great perks.\nCould have improvements "",""Health coverage is expensive. I was better off with Covered California."",""reasonable pricing on insurance options""]"
3.6,Cloud Engineer,"Dallas, TX",Enterprise Software & Network Solutions,1001 to 5000 Employees,Subsidiary or Business Segment,Information Technology,3.5,3.7,3.8,4.4,"[""If you are currently unemployed and looking for a job, please do not join this company, I would suggest you to continue interviewing and please join another one because even if you get selected, you will be fired as they have only short term projects for which they are hiring you and once the project contract ends you will he fired irrespective of your performance.""]","[""Salaries are competitive and follows market standards"",""Although the client's complete team is bigger than us working remotely."",""No proper policy where employees get benefits."",""No proper communication""]","[""Good 401K, vacation, deferred compensation options"",""Competitive benefits offered but could be better"",""Competitive benefits offered but could be better""]"
3.6,Financial Analyst III,"New York, NY",State & Regional Agencies,Unknown,Government,Government & Public Administration,3.6,3.7,3.1,3.4,"[""Flexible and work life balance"",""Exceptional benefits and insurance packages."",""Great management."",""befits were great."",""Fast paced and you learn a lot about an interesting industry.""]","[""No work life balance, constant emails and meetings.""]","[""None that I can think of."",""The best things is they give 3 months off for paternity/ maternity leave"",""Health Insurance was very good.""]"
3.7,Operations Data Analyst (VP),United States,Investment & Asset Management,10000+ Employees,Company - Public,Financial Services,3.7,3.7,3.6,3.5,"[""Good Work Life balance and"",""Culture is good and relatively flat"",""Good benefits with a culture"",""Good pay and leaves"",""Great people and office location""]","[""No work life balance and some difficult colleagues"",""Unrealistic expectations and bad culture"",""Bad benefits."",""Low pay and annoying regulatory hurdles"",""4. Terrible pressure, so attrition rate is very high, even high salary does not ensure good people to stay""]","[""Healthcare is offered at higher price tag"",""Health insurance and PTO vacation "",""Vacation time was reasonable but did not like specific dates blocked""]"
2.9,Sr. Supply Chain Engineering Manager,"Eagan, MN",Shipping & Trucking,1001 to 5000 Employees,Company - Private,Transportation & Logistics,2.4,2.9,3,2.9,"[""Good people that care about each other.""]","[""not much room for advancement""]","[""Good match for 401k, options for health coverage"",""You can pick and choose what you are looking for from day one"",""Decent plan through TFI Intl""]"
3.4,"Analyst, Data Operations-Sg2","Chicago, IL",Health Care Services & Hospitals,1001 to 5000 Employees,Company - Private,Healthcare,3.3,3.7,3.4,3.6,"[""Work life balance is great"",""Good people to work with"",""25 days of PTO."",""Great values, generous PTO, laid back managers, brilliant colleagues."",""Good culture.""]","[""No work life balance at all"",""My manager was very inexperienced and at times rude."",""Toxic culture.""]","[""Lots of PTO and affordable healthcare"",""The vacation benefits are great."",""Great benefits!  Amazing PTO and ability to volunteer 5 days a year!!!""]"
4.1,"Senior Finance Analyst, Data Reporting & Analytics","New York, NY",Food & Beverage Manufacturing,1001 to 5000 Employees,Subsidiary or Business Segment,Manufacturing,3.7,3.8,4.4,4.2,"[""Benefits (product and agility allowances, 401K, 4 weeks time off)"",""Great industry and good benefits"",""Great career growth opportunity, genuinely good people, flexible environment"",""People are great, good work life balance, frequent chance to connect with people in the company""]","[""Senior Leadership is very slow to adjust to market trends.""]","[""good package including health insurance"",""Industry standard but diminishing levels for newer employees. Complicated annual review."",""They provide all the basic necessities and can improve on Care package.""]"
2.9,Sr. Supply Chain Engineering Manager,"Eagan, MN",Shipping & Trucking,1001 to 5000 Employees,Company - Private,Transportation & Logistics,2.4,2.9,3,2.9,"[""Good people that care about each other.""]","[""not much room for advancement""]","[""Good match for 401k, options for health coverage"",""You can pick and choose what you are looking for from day one"",""Decent plan through TFI Intl""]"
3.4,IT Business Analyst,"Atlanta, GA",Enterprise Software & Network Solutions,10000+ Employees,Company - Public,Information Technology,3.1,3.1,3.3,3.4,"[""The people are great."",""Competitive pay"",""Good working environment, Work life balance."",""Benefits are good, There is opportunity if you can find the time to apply.""]","[""No cons but the fact is the people are still working"",""Low pay"",""Work life balance is a challenge, good amount of nepotism"",""Benefits and Hike is less"",""Bad working hours, bad leadership""]","[""It was just fine, nothing special."",""401 k match is great"",""Limited 401k with matching only once per year.  ""]"
3.9,Nyutdannet i 2025? Bli en del av landets sterkeste...,Oslo,Business Consulting,1001 to 5000 Employees,Private Practice / Firm,Management & Consulting,3.8,3.5,3.9,3.8,"[""good salary"",""Supportive management and good projects to work on."",""Good enviroment and nice colleagues"",""Good work life balance compared to other consultancies"",""Good culture and a relaxing environment""]","[""low salary and and and"",""Awful management, to avoid totally this company."",""Isolated from European colleagues and flat structure"",""Alot of dependency on you because of smaller size, and less work life balance"",""Terrible pay, bad culture, boring work, not very nice collegaues""]","[""Good benefits good pay and nice people"",""Benefits are good here, no complaints. "",""Benefits are terrific.  Long hours.  ""]"
3.9,Senior Program Manager - Hemophilia Program,"Houston, TX",Health Care Services & Hospitals,Unknown,Hospital,Healthcare,3.6,3.8,3.6,3.7,"[""The benefits along with the job flexibility were good."",""Great people (plus or minus the usual \""special\"" more challenging people)"",""Flexibility Decent Pay Healthcare Benefits Supportive Team (every team is different)""]","[""Pay is below market average and city's salary average."",""Toxic management, little to no training"",""This experience was very different from my past employment at UTHealth which I really enjoyed.""]","[""Dental Plan worst Part, A lot of Paid Time Off a Plus "",""Everything was great and affordable."",""It was great and cool""]"
3.8,Institutional Equity Research Sales Analyst / Associate,"New York, NY",Investment & Asset Management,1001 to 5000 Employees,Company - Public,Financial Services,3.8,3.8,3.5,3.1,"[""Great culture and a lot of deal flow"",""Great people to work with, and job offers lots of autonomy"",""Good pay and supportive environment"",""Great Senior Management""]","[""Bad culture and terrible hours."",""The people weren't very smart....I would work elsewhere if you're considering IB"",""Long hours and weekend work"",""paid and not good pay increases from year to year low diversity""]","[""great employees very helpful and sweet. manager is great."",""401k, Cigna insurance, 20 PTO for junior/new joiner."",""pretty good deal and well structured plans""]"
3.8,Senior Product Manager,United States,"Department, Clothing & Shoe Stores",10000+ Employees,Company - Public,Retail & Wholesale,3.1,3.6,3.8,3.5,"[""Amazing culture, collaborative peers, corporate discount"",""Excellent work life balance very friendly environment"",""Great work life balance and benefits"",""Great compensation and benefits like having the last Friday of every month off""]","[""Some of the worst corporate culture."",""No cons everyone is great""]","[""The flexibility of the job, 401k, and time management"",""Levi's lives its values and offers generous benefits. They consistently offer financial classes, donation matching, women in leadership spotlight and 401k matching at a higher percent than most companies. They truly value their employees with ERG etc..."",""Flexible health insurance options to choose""]"
3.3,Business Intelligence Analyst,"Rochester, NY",Consumer Product Manufacturing,Unknown,Company - Public,Manufacturing,3,3.3,2.9,3.1,"[""People I worked with were great, they ran the machines into the ground with no preventative maintenance and shut the machines down, thier efficiency is more important to them then machine health"",""LOVE IT ALL good money"",""Innovative environment, family atmosphere, positive growth potential."",""Not a lot of over time and will gain great experience working with all kinds of injection mold machines.""]","[""Management is angry all the time.""]","[""Good Benefits Health Insurance, Vision, Dental, as well as multiple other options available"",""Good benefits and experience training"",""Health insurance was expensive with high deductibles!""]"
3.6,"Programmatic Solutions Consultant, PSC - US, Programmatic Solutions Consultant","New York, NY",Internet & Web Services,10000+ Employees,Company - Public,Information Technology,3.6,3.8,3.5,3.2,"[""Pay is good and fair"",""Good benefits and flexibility !"",""Flexible hours and great with students."",""management and pay were great"",""The work culture is good and I never felt that I was new in the company""]","[""Low pay and more targets to meet"",""no benefits or complain support for seasonal or contract employees"",""Long hours and can be difficult working all night if you’re not used to it."",""Management was poor and the responsibility to pay ratio did not seem adequate"",""Bad work culture and hectic schedules""]","[""Full benefits and scholarship options for career advancement are nice. "",""Benefits are OKAY... Considering they are one of 5 largest companies in the world, they could be a lot better when it comes to monthly premiums, 401k matching, and deductible amounts. If you work as a driver or warehouse worker for more than a year, you can be almost certain that you will be using your medical insurance. No sick days,  all of your PTO accrues by June for the whole year, and its very hard save it for when you really need it during 6-10 weeks of peak season working mandatory 60 hour weeks. "",""Car rentals, hotels, and flights are extremely cheap when searching from internal Amazon benefit site""]"
3.9,"Analyst, Financial Risk Management","New York, NY",Internet & Web Services,10000+ Employees,Company - Public,Information Technology,3.2,3.5,3.5,3.6,"[""Good culture and challenging work"",""benefits and environment are good"",""1. Pay is good"",""Great people, and much responsibility as you’re willing to take on.""]","[""RTO culture"",""Work life balance can be challenging"",""Pay could be better.""]","[""Able to work whenever you need to"",""good benefits and nice offices"",""No good benefits for drivers""]"
3.3,Sr Business Analyst,"New York, NY",Insurance Carriers,5001 to 10000 Employees,Nonprofit Organization,Insurance,3,3.2,3.1,3,"[""The organization is looking to grow and offer more perks to staff including Peloton benefits, counseling, etc. Very good work/life balance."",""The Benefits are good but pricey"",""The pay is better than most for a remote position."",""Excellent management."",""People are nice and willing to help out initially""]","[""Horrible work life balance"",""Pay is below market rate"",""Most challenging management I’ve ever experienced."",""Large organization takes a bit of time to get to know, but people are friendly and helpful""]","[""healthfirst offers great benefits for its employees \n"",""Good benefits, low salary compared to market "",""This company offers a great benefit package ""]"
3.8,"Senior Product Data Analyst, Emerging Sports","New York, NY",Computer Hardware Development,51 to 200 Employees,Company - Public,Information Technology,4,3.8,4.1,4.3,"[""great culture"",""There are a lot of really great people working here and plenty of problems to solve."",""Fairly relaxing work environment"",""Professional Service driven career oriented""]","[""Leadership can be flippant."",""Bad culture""]","[""Great 401k match and monthly snack box"",""Great 401K matching and PTO policy!"",""Unlimited vacation, WFH or office.""]"
3.7,Sr Financial Analyst,"Rochester, NY",Colleges & Universities,10000+ Employees,Company - Private,Education,3.6,3.2,3.7,3.6,"[""Management was great, accommodating and presented opportunities for advancement and to learn new skills."",""The benefits are cheap but the deductible is high so...find out where the worth is."",""Pay is decent, training is fairly efficient."",""warm welcoming culture""]","[""Some management are not so cool."",""Pay and job mobility are bad."",""Benefits are not that wonderful (I have had WAY better in the past) and the PTO/ vacation time is sub par."",""cruddy training, watch and learn only works for some people, and learning under pressure while a patient waits is very stressful.""]","[""Good health and dental insurance "",""Good health and dental insurance "",""best-paid time off\nworst-not sure""]"
3.3,Business Intelligence Analyst,"Rochester, NY",Consumer Product Manufacturing,Unknown,Company - Public,Manufacturing,3,3.3,2.9,3.1,"[""People I worked with were great, they ran the machines into the ground with no preventative maintenance and shut the machines down, thier efficiency is more important to them then machine health"",""LOVE IT ALL good money"",""Innovative environment, family atmosphere, positive growth potential."",""Not a lot of over time and will gain great experience working with all kinds of injection mold machines.""]","[""Management is angry all the time.""]","[""Good Benefits Health Insurance, Vision, Dental, as well as multiple other options available"",""Good benefits and experience training"",""Health insurance was expensive with high deductibles!""]"
3.5,"Product Manager, International","London, England",Investment & Asset Management,1001 to 5000 Employees,Company - Public,Financial Services,3.1,3.9,3.6,3.6,"[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]","[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
4.2,Product Manager,"London, England",Health Care Services & Hospitals,1001 to 5000 Employees,Company - Public,Healthcare,3.8,4,3.7,4,"[""Great people, willing to take on new ways of thinking to improve."",""The office is nice in mid boston"",""Company has good benefits."",""Good Pay""]","[""The culture is not good""]","[""Great severance after many years of faithful service.\nInteresting changes coming to Haemo, stay tuned!"",""It's comparable to others out there."",""Average benefit for the company size""]"
3.5,Financial Analyst- Onsite Position,"Hawthorne, NY",Health Care Services & Hospitals,Unknown,Company - Private,Healthcare,3.6,3.9,3.1,3,[],"[""bad leadership in the dept, no guidance with projects""]","[""Limited maternity leave, great tuition reimbursement"",""Aetna has been excellent. Cigna dental is sub par. Previous pension plan "",""Union benefits good place to work""]"
4.2,"Product Manager, Content Operations Data","Los Gatos, CA",Internet & Web Services,5001 to 10000 Employees,Company - Public,Information Technology,3.8,4.5,4.1,3.7,"[""The pay was good for entry level"",""Good benefits."",""Amazing culture and very diverse."",""Pays well, good people to work with"",""Good leadership""]","[""Pay is not good for position level"",""no benefits, overheads by company"",""NETFLIX culture seems amazing and friendly on the surface, but it's actually a little mean and cloaked in \""NETFLIX speech\"" and comportment."",""Failed keeping young and smart people."",""Senior leadership has so little work to do that they cause chaos and micromanage in order to justify their million dollar salaries.""]","[""The benefits for health were amazing. "",""Incredibly comprehensive and supportive of me as a whole person"",""good experience as an intern""]"
4.1,Business Analyst - New York,"New York, NY",Banking & Lending,1001 to 5000 Employees,Subsidiary or Business Segment,Financial Services,3.3,3.8,3.8,3.6,"[""Good work life balance and a very pro"",""The pay and benefits are decent."",""Excellent benefits, security, controls and environment."",""It is a dead end job.""]","[""Marginal Benefits."",""behind on technology, Manuel systems""]","[""401k, health insurance for family"",""Great company, benefits and work environment."",""Great benefits! Insurance is great and affordable.""]"
3,Radiologic Technologist - up to $10k sign on bonus!,"Raleigh, NC",Health Care Services & Hospitals,10000+ Employees,Company - Private,Healthcare,3,3.1,3,2.9,"[""Pay is good but that is it"",""Great management."",""Good benefits and very professional place of employment"",""flexible hours and supportive leadership"",""Great Staff and Great Patients!!""]","[""Low pay and shirt breaks"",""Poor management"",""Benefits are expensive"",""Long hours and ok to moderate pay"",""They don’t care about their staff""]","[""I cannot think of anything wrong with the benefits"",""No paid holidays is the worst part, but PTO is racked up quickly "",""Nothing offered to part time employees ""]"
4.3,Software Developer,"Stanford, CA",Colleges & Universities,10000+ Employees,College / University,Education,4.2,3.7,4.1,3.9,"[""Great work life balance and great pay"",""Rich and high culture in working and relations"",""so many smart people with passion"",""good people and coworkers and nice building"",""Good benefits""]","[""Pay is well below standard.""]","[""Great retirement savings plan match and option to use doctors in the Stanford health network."",""I like the Arrillaga gym."",""Great benefits, including health insurance and retirement plans""]"
3.3,Sr Business Analyst,"New York, NY",Insurance Carriers,5001 to 10000 Employees,Nonprofit Organization,Insurance,3,3.2,3.1,3,"[""The organization is looking to grow and offer more perks to staff including Peloton benefits, counseling, etc. Very good work/life balance."",""The Benefits are good but pricey"",""The pay is better than most for a remote position."",""Excellent management."",""People are nice and willing to help out initially""]","[""Horrible work life balance"",""Pay is below market rate"",""Most challenging management I’ve ever experienced."",""Large organization takes a bit of time to get to know, but people are friendly and helpful""]","[""healthfirst offers great benefits for its employees \n"",""Good benefits, low salary compared to market "",""This company offers a great benefit package ""]"
4.2,Frontend Web Developer,"San Jose, CA",Computer Hardware Development,10000+ Employees,Company - Public,Information Technology,3.8,4.3,4.2,4.1,"[""Work life balance is good"",""Good benefits overall and nice projects"",""Awesome organization and good culture"",""Good people to work with."",""life balance with good pay and benefits""]","[""No work life balance in India"",""Some managers Will do Some partiality and contracts employees won’t get much benefit"",""Culture depends on team and management."",""Good people"",""Less exposure to the work environment and less pay""]","[""Sabbatical holiday for 1 month every five years"",""The benefits of Adobe are great including ESPP."",""Culture is very good! Would reccomend""]"
3.8,Enterprise Product Growth Manager,Paris,Internet & Web Services,10000+ Employees,Company - Public,Information Technology,3.4,3.8,3.7,3.8,"[""Good work life balance"",""Great people to work with"",""Great culture, diversity and learning"",""Good Benefits and remote work options"",""Great corporate mission and ethical leadership""]","[""Work Life Balance extremely hard."",""Poor leadership in the marketing function were i worked""]","[""Overall, decent benefits, but not over the top."",""Great benefits including unlimited PTO."",""Benefits are good.  However, health insurance provider could be better.""]"
4.1,Software Engineer,"Redwood City, CA",Enterprise Software & Network Solutions,10000+ Employees,Company - Public,Information Technology,3.8,4,4.2,4,"[""Good culture Flexible Good work life balance"",""Good salary, even if you don't have any knowledge or experience about the work before."",""Too few to list Notice that all the favorable reviews recently are by majority of managers and directors?"",""Good culture, chance to learn new tech stack"",""Benefits and welfare are good and sufficient""]","[""No work life balance"",""low salary"",""There are good managers and above, who are very supportive, but good TLs are few and far between."",""The whole culture is bad,"",""Diminished benefit Very little leaves Hard to convert to perm staff""]","[""Benefits are equinix are incredible"",""Great Place to be all times"",""Good health benefits, 401K, espp,etc. not much else""]"
3.8,Institutional Equity Research Sales Analyst / Associate,"New York, NY",Investment & Asset Management,1001 to 5000 Employees,Company - Public,Financial Services,3.8,3.8,3.5,3.1,"[""Great culture and a lot of deal flow"",""Great people to work with, and job offers lots of autonomy"",""Good pay and supportive environment"",""Great Senior Management""]","[""Bad culture and terrible hours."",""The people weren't very smart....I would work elsewhere if you're considering IB"",""Long hours and weekend work"",""paid and not good pay increases from year to year low diversity""]","[""great employees very helpful and sweet. manager is great."",""401k, Cigna insurance, 20 PTO for junior/new joiner."",""pretty good deal and well structured plans""]"
3.8,EPMO Operations Manager,"Cary, NC",Biotech & Pharmaceuticals,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,3.5,3.7,3.7,3.7,"[""They paid good and had good benefits."",""Great pay"",""Great management, awesome culture, healthy human relationships, great development and career opportunities if commited and envisioned."",""Work life balance and benefits""]","[""They keep pay just high enough to say the pay is good for the area, but working there you don't even make the average American salary."",""There is little work life balance because of mandatory overtime."",""Horrible leadership, not wanting to promote within always making a excuse and when u did promote you will have to wait more than 120 days before you can move to new position.""]","[""Generous PTO for salaried employees. The amount of time allowed off for a maternity and bonding leave were also pretty generous "",""401k match and great benefits "",""Flex hours especially summer hours""]"
4.2,Frontend Web Developer,"San Jose, CA",Computer Hardware Development,10000+ Employees,Company - Public,Information Technology,3.8,4.3,4.2,4.1,"[""Work life balance is good"",""Good benefits overall and nice projects"",""Awesome organization and good culture"",""Good people to work with."",""life balance with good pay and benefits""]","[""No work life balance in India"",""Some managers Will do Some partiality and contracts employees won’t get much benefit"",""Culture depends on team and management."",""Good people"",""Less exposure to the work environment and less pay""]","[""Sabbatical holiday for 1 month every five years"",""The benefits of Adobe are great including ESPP."",""Culture is very good! Would reccomend""]"
4.1,Downstream Product Manager,"Mahwah, NJ",Health Care Products Manufacturing,10000+ Employees,Company - Public,Manufacturing,4.1,4,4.1,3.7,"[""Work life balance No micro management Exposure to grow and acquire new knowledge areas"",""great culture to recognize employee efforts"",""Benefits were great."",""The people are great"",""strong leadership""]","[""Awful work/life balance, unrealistic expectations, incompetent management"",""Bad leadership and poor communication between management and their employees.""]","[""Overall, benefits are pretty good.  "",""Great benefits and a great culture!"",""Very open to negotiate vacation and free time""]"
3.9,Analyst Aide Temp Coops - College Students (Business Majors),"New York, NY",Energy & Utilities,10000+ Employees,Company - Public,"Energy, Mining & Utilities",3.9,3.9,3.6,3.7,"[""Good salary, pay, and benefits"",""good pay, looks good on resume"",""Good People"",""Great work life balance and experience.""]","[""Your pay isn't much higher than those you mange."",""Poor work life balance, unrecognized contributions to team"",""Old building with need for renovation""]","[""Excellent Benefits provided for full family medical, prescription, dental and eye care."",""Great 401K Match and company stock options"",""no pension plan available anymore""]"
3.5,Project Coordinator,Perth,"Airlines, Airports & Air Transportation",5001 to 10000 Employees,Company - Private,Transportation & Logistics,3.3,3.5,3.3,3,"[""Passionate, collaborative people."",""Flight Benefits are ok if you can get on""]","[""toxic culture ."",""Not a lot of career progression for clerical staff"",""Poor management Low staff numbers""]","[""Four weeks of vacation accrue from day 1! Great way to utilize the flight benefits :)"",""Company matches 6% 401k paid time off/vacation = 4 weeks per year AND they want you to take it and great medical ""]"
3.6,Embedded Software Engineer (Innovation Team),"Grapevine, TX",Machinery Manufacturing,1001 to 5000 Employees,Company - Private,Manufacturing,3.3,3.3,3.4,3.2,"[""Engineering team had a great culture"",""Salaries are higher than prevailing wages."",""Decent employee benefits"",""Great people, very welcoming environment, great mix of hands""]","[""Management is poorly vetted and typically chosen if they will accept cheaper salary."",""Management is completely political and will cross anyone if it means a better position for them.""]","[""Benefits are great. Makes up somewhat for the lower salary."",""The benefits are decent, but there are a few areas that warrant further attention."",""The time off is not much, and the eye health insurance isn’t much at all. ""]"
3.8,Front End (React) Engineer,"London, England",Enterprise Software & Network Solutions,501 to 1000 Employees,Company - Private,Information Technology,3.6,3.4,3.8,3.9,"[""Good people all around you"",""Good salary"",""while we live in a reality of companies raising and falling, I personally feel like Tipalti has a great business model, goals and management that consistently push the company to achieve new achievements and it seems like Tipalti is going to be the best company in the solution it offers and it is going to happen fast."",""Great culture, happy hour every week, nice people and high level of r&amp;d"",""Nice benefits.""]","[""Below Average salary, no agile attitude, bad option plan, executive team don't see the rest of the company as even, no company events"",""Management is not transparent with the employees"",""Not the best culture.""]","[""Benefits overall were really great."",""Not all offices have the same amount of paid holidays and benefits change per location to accommodate country regulations. If one country  mandates better benefits, it would be nice for all the offices to receive the better benefits. Even from state to state in the US it is different.  "",""None, below average perks in the overall tech industry""]"
4.1,"Senior Finance Analyst, Data Reporting & Analytics","New York, NY",Food & Beverage Manufacturing,1001 to 5000 Employees,Subsidiary or Business Segment,Manufacturing,3.7,3.8,4.4,4.2,"[""Benefits (product and agility allowances, 401K, 4 weeks time off)"",""Great industry and good benefits"",""Great career growth opportunity, genuinely good people, flexible environment"",""People are great, good work life balance, frequent chance to connect with people in the company""]","[""Senior Leadership is very slow to adjust to market trends.""]","[""good package including health insurance"",""Industry standard but diminishing levels for newer employees. Complicated annual review."",""They provide all the basic necessities and can improve on Care package.""]"
3.9,Lead Software Engineer,"Santa Monica, CA",Film Production,10000+ Employees,Company - Public,Media & Communication,3.5,3.7,3.8,3.5,"[""Good pay"",""Work/life balance was good and they had a micro kitchen."",""Good benefits and perks."",""some great people"",""Kind people and great culture""]","[""Low pay."",""Work life balance, Overbearing managers"",""Having a project in another time zone can be challenging on the work hours but the pros and benefits of this out weigh the bad."",""After the pandemic the training was even telling people what they could not say at work about who they were friends with."",""Culture is a bit dated/traditional.""]","[""Great benefits package that includes family planning reimbursement. "",""Generous paid time off policy. "",""We get access to the parks for free.""]"
3.5,"IT Clinical Manager - Clinical Systems Manager - Walnut Creek, CA","Walnut Creek, CA",Health Care Services & Hospitals,10000+ Employees,Company - Public,Healthcare,3.4,3.4,3.5,3.7,"[""Good work life balance and"",""Great benefits and flexibility with schedule."",""The pay is good."",""People are great"",""Good Management and good place to work""]","[""Work life balance is difficult at times"",""Benefits are average; hard to recruit and retain top performers"",""Can be low pay."",""Always churning and laying people off"",""Could have better management and organization.""]","[""Stock options, health insurance, discounts "",""Sign-on bonus is good but 3-year contract is too long."",""The pto package is really well. 28 days based on salary grade and length of service.""]"
3.9,"Program Manager, Capital Projects","Houston, TX",Energy & Utilities,51 to 200 Employees,Company - Private,"Energy, Mining & Utilities",3.8,4.6,3.9,3.8,"[""Great culture, benefits, company, and people!"",""Healthy work environment with teamwork."",""Good benefits."",""Pay and bonus structure great""]","[""Horrible culture and no sign of change."",""Hard work environment and busy work"",""racist work place and toxic""]","[""They offer a great benefits package. "",""6% 401k match and full health"",""6% 401k match, $1,500 HSA match, 120+ hours of PTO,""]"
3.2,Non CDL Driver-Raleigh,"Raleigh, NC",Wholesale,1001 to 5000 Employees,Company - Private,Retail & Wholesale,3.1,3.1,3.2,3.3,"[""Good pay and benefits as well as a few jard working people"",""Great benefits, average pay."",""Coworkers are easy to get along with and can be very helpful at times.""]","[""Management doesn't listen to employees."",""Working long hours, start time is between 3am""]","[""Mostly great benefits. Wish spousal health insurance wasn’t so pricy, but it’s hard to get away from that. Otherwise awesome."",""The company has a Good 401k match"",""Great 401k match, great vacation time""]"
3.9,"Senior Analyst, Financial Reporting & Analytics","Brooklyn, NY",Energy & Utilities,10000+ Employees,Company - Public,"Energy, Mining & Utilities",3.8,3.8,3.8,4,"[""Benefits are great and company really tries to do right by its people."",""Friendly people and cares for the development of its employees."",""Decent pay compared to non utility jobs"",""Work/Life balance is encouraged.""]","[""Constant restructuring for no real benefit"",""Full of people with hidden agendas and/or ulterior motives."",""the pay is relatively low"",""My first two years were great with good work but also good work/life balance, then there was restructuring and a hiring freeze and then the next two years were awful with 60+ hour weeks and work on weekends."",""4) Consistent secretive and 'game' playing behavior between management and certain staff members.""]","[""Good health insurance, 401K, vacation. "",""401k/ paid vacation/ decent office environtment"",""Good perks. There could be more vacation.""]"
3.9,Alliance Manager – Technology Partnerships,"Morrisville, NC",Computer Hardware Development,10000+ Employees,Company - Public,Information Technology,3.6,3.7,3.8,3.7,"[""good benefit and vision and working process"",""Good work life balance"",""Amazing work culture and a dynamic company that cares about professional growth."",""Cool Management."",""Great work environment and company culture.""]","[""Management is not good they have already fixed their mindset about appreciation.""]","[""4% Match 401K\nGood insurance coverage"",""6% 401(k) match, decent healthcare"",""Awesome healthcare and 401k match. Best-in-class parental leave for all parents.""]"
3.9,Nyutdannet i 2025? Bli en del av landets sterkeste...,Oslo,Business Consulting,1001 to 5000 Employees,Private Practice / Firm,Management & Consulting,3.8,3.5,3.9,3.8,"[""good salary"",""Supportive management and good projects to work on."",""Good enviroment and nice colleagues"",""Good work life balance compared to other consultancies"",""Good culture and a relaxing environment""]","[""low salary and and and"",""Awful management, to avoid totally this company."",""Isolated from European colleagues and flat structure"",""Alot of dependency on you because of smaller size, and less work life balance"",""Terrible pay, bad culture, boring work, not very nice collegaues""]","[""Good benefits good pay and nice people"",""Benefits are good here, no complaints. "",""Benefits are terrific.  Long hours.  ""]"
3.5,Financial Analyst- Onsite Position,"Hawthorne, NY",Health Care Services & Hospitals,Unknown,Company - Private,Healthcare,3.6,3.9,3.1,3,[],"[""bad leadership in the dept, no guidance with projects""]","[""Limited maternity leave, great tuition reimbursement"",""Aetna has been excellent. Cigna dental is sub par. Previous pension plan "",""Union benefits good place to work""]"
3.5,"Product Manager, International","London, England",Investment & Asset Management,1001 to 5000 Employees,Company - Public,Financial Services,3.1,3.9,3.6,3.6,"[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]","[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
3.7,Operations Data Analyst (VP),United States,Investment & Asset Management,10000+ Employees,Company - Public,Financial Services,3.7,3.7,3.6,3.5,"[""Good Work Life balance and"",""Culture is good and relatively flat"",""Good benefits with a culture"",""Good pay and leaves"",""Great people and office location""]","[""No work life balance and some difficult colleagues"",""Unrealistic expectations and bad culture"",""Bad benefits."",""Low pay and annoying regulatory hurdles"",""4. Terrible pressure, so attrition rate is very high, even high salary does not ensure good people to stay""]","[""Healthcare is offered at higher price tag"",""Health insurance and PTO vacation "",""Vacation time was reasonable but did not like specific dates blocked""]"
