reviews_by_same_job_cons,reviews_by_same_job_pros,company_benefits_employer_summary,employee_benefit_reviews
"[""low salary and and and"",""Awful management, to avoid totally this company."",""Isolated from European colleagues and flat structure"",""Alot of dependency on you because of smaller size, and less work life balance"",""Terrible pay, bad culture, boring work, not very nice collegaues""]","[""good salary"",""Supportive management and good projects to work on."",""Good enviroment and nice colleagues"",""Good work life balance compared to other consultancies"",""Good culture and a relaxing environment""]",,"[""Good benefits good pay and nice people"",""Benefits are good here, no complaints. "",""Benefits are terrific.  Long hours.  ""]"
"[""Lots of work but not enough people"",""Time management control is a bit too granular, focusing on how long each task takes and not how the results show up in the alloyed timeframes."",""Culture is not changing"",""Low pay compared to other companies""]","[""People are friendly in general"",""Quality products, pleasant work environment, good benefits, cooperation"",""Great training and management.""]",,"[""great benefits with a good 401K match"",""Overall pretty comparable to benchmarks"",""Great pto benefit and 401k match""]"
"[""No work life balance"",""low salary"",""There are good managers and above, who are very supportive, but good TLs are few and far between."",""The whole culture is bad,"",""Diminished benefit Very little leaves Hard to convert to perm staff""]","[""Good culture Flexible Good work life balance"",""Good salary, even if you don't have any knowledge or experience about the work before."",""Too few to list Notice that all the favorable reviews recently are by majority of managers and directors?"",""Good culture, chance to learn new tech stack"",""Benefits and welfare are good and sufficient""]","I'm safe, I belong, I matter.&nbsp;
Part of the journey to make Equinix a place of safety, belonging, and meaning for everyone is our commitment to your wellbeing. Your health and happiness are our highest priority, and we're always working to offer the best benefit options that are comprehensive, innovative and affordable.&nbsp;&nbsp;
Your healthEquinix employees receive excellent health care and counseling plans that vary by country to ensure the well-being of you and your family. We offer paid vacations and holidays and encourage community involvement year-round via volunteer opportunities.
Your familySpending time with your loved ones and taking care of your family are important. Equinix provides a range of country-specific programs that ensure you have the resources needed to thrive and manage your family’s needs.
Your futureEquinix offers different programs to help you build your financial security, make charitable donations and seek additional education. In many countries we also offer a flexible employee stock purchase plan.
There are benefits in place to support you at work, home, and in play.&nbsp;&nbsp;
We have different providers for different benefits, and benefits can be updated or changed at different times of the year. Some benefits can only be updated during the annual open enrollment window, while others can be updated at any time.","[""Benefits are equinix are incredible"",""Great Place to be all times"",""Good health benefits, 401K, espp,etc. not much else""]"
"[""No work life balance (sometimes)"",""Low salaries compared to market"",""Low Salary No additional benefits"",""The culture is extremely toxic and full of people who smile to your face but will backstab you."",""Great people to work with""]","[""Good work life balance and learn"",""1. good salary."",""Good benefits Opportunity to grow"",""Good and challenging work with good culture"",""Great people on most of my smaller teams I have worked wirh""]","Being at the forefront of innovation isn’t the only perk we offer at HPE. We strive to provide our team members and their loved ones with a comprehensive suite of well-being benefits that support the whole you—your physical health, your mental, emotional and financial well-being, and social connections to your community.
We invest in your personal and professional development. We have specific programs catered to helping you reach any career goals you have — whether you want to become a knowledge expert in your field or apply your skills to another division.
Learn more around our global benefits here: https://cdn.phenompeople.com/CareerConnectResources/HPE1US/videos/hpe_-_wellness_2021_external_0827.80001080p-1645730890964.mp4","[""Great benefits for starting off."",""The maternity leave is very generous in comparison to other tech company."",""Unlimited PTO is such a great benefit!""]"
"[""Horrible work life balance"",""Pay is below market rate"",""Most challenging management I’ve ever experienced."",""Large organization takes a bit of time to get to know, but people are friendly and helpful""]","[""The organization is looking to grow and offer more perks to staff including Peloton benefits, counseling, etc. Very good work/life balance."",""The Benefits are good but pricey"",""The pay is better than most for a remote position."",""Excellent management."",""People are nice and willing to help out initially""]","Total Rewards
At Healthfirst, we provide a Total Rewards program that allows us to attract, engage and retain talented team members who embody our culture and share our commitment to provide the highest quality healthcare and related services to our members.
Health and Wellness
Our benefits packages include health and wellness benefits, as well as additional employee perks.&nbsp;

Health benefits include:&nbsp;

Medical, Dental, and Vision plan options
Wellness credits
Spring Health mental wellness program
Maternity, Bereavement, and Short Term/Long Term Disability leave options
Additional optional health coverage plans


Wellness benefits include:

Paid Time Off
9 Paid holidays, and 6 early office closure days
Social Justice day
Free Peloton App membership and discounts on bikes and treadmills
Health Food Cafes


Employee perks include:

401k with up to 6% match after 1 year
Annual incentive and merit increase potential
Tuition reimbursement for approved degree programs and certifications
Discounts and deals on travel, select memberships, and other special offers
Free online learning through our Employee Learning Platform



&nbsp;","[""healthfirst offers great benefits for its employees \n"",""Good benefits, low salary compared to market "",""This company offers a great benefit package ""]"
"[""Management is angry all the time.""]","[""People I worked with were great, they ran the machines into the ground with no preventative maintenance and shut the machines down, thier efficiency is more important to them then machine health"",""LOVE IT ALL good money"",""Innovative environment, family atmosphere, positive growth potential."",""Not a lot of over time and will gain great experience working with all kinds of injection mold machines.""]",,"[""Good Benefits Health Insurance, Vision, Dental, as well as multiple other options available"",""Good benefits and experience training"",""Health insurance was expensive with high deductibles!""]"
"[""Marginal Benefits."",""behind on technology, Manuel systems""]","[""Good work life balance and a very pro"",""The pay and benefits are decent."",""Excellent benefits, security, controls and environment."",""It is a dead end job.""]",,"[""401k, health insurance for family"",""Great company, benefits and work environment."",""Great benefits! Insurance is great and affordable.""]"
"[""low salary and and and"",""Awful management, to avoid totally this company."",""Isolated from European colleagues and flat structure"",""Alot of dependency on you because of smaller size, and less work life balance"",""Terrible pay, bad culture, boring work, not very nice collegaues""]","[""good salary"",""Supportive management and good projects to work on."",""Good enviroment and nice colleagues"",""Good work life balance compared to other consultancies"",""Good culture and a relaxing environment""]",,"[""Good benefits good pay and nice people"",""Benefits are good here, no complaints. "",""Benefits are terrific.  Long hours.  ""]"
"[""No Work life balance"",""The constant pressure to deliver results within tight deadlines can lead to burnout and high levels of stress among employees."",""no employee benefits."",""Comfortable work area and atmosphere""]","[""good work life balance + good place for a fresher"",""Photon offers excellent opportunities for business development executives to drive growth and expand market presence."",""Pressure less work environment."",""More employee benefits."",""Nice atmosphere to work in this company""]",,"[""Nothing is bad here. Everyone ia good "",""Unscrupulous dealings there. I did not feel or observe that the company had the best interest of its employees at heart."",""Medical Insurance is great for Employees. ""]"
"[""Bad culture and terrible hours."",""The people weren't very smart....I would work elsewhere if you're considering IB"",""Long hours and weekend work"",""paid and not good pay increases from year to year low diversity""]","[""Great culture and a lot of deal flow"",""Great people to work with, and job offers lots of autonomy"",""Good pay and supportive environment"",""Great Senior Management""]",,"[""great employees very helpful and sweet. manager is great."",""401k, Cigna insurance, 20 PTO for junior/new joiner."",""pretty good deal and well structured plans""]"
"[""Lack of work life balance"",""Management can be a bit chaotic due to the enormous size of the company.""]","[""Good work culture and talent individuals."",""Fun and interestinf working with global teams."",""Horizontal management"",""Good working atmosphere and decent benefits!""]",www.lenovobenefits.com,"[""4% Match 401K\nGood insurance coverage"",""6% 401(k) match, decent healthcare"",""Awesome healthcare and 401k match. Best-in-class parental leave for all parents.""]"
"[""CEO is not farsighted."",""Option is a joke when the company cannot move forward and people left like crazy"",""Bad diversity""]","[""CEO is mission driven"",""Lots of flexibility and freedom in work.""]",,"[""The benefits at NewsBreak are very good.  I have a family of four, and the cost for health, vision, dental is very fair."",""Top-tier 401(K) plan with company matching"",""Company is continuously trying to improve on benefits package.""]"
"[""Pay is well below standard.""]","[""Great work life balance and great pay"",""Rich and high culture in working and relations"",""so many smart people with passion"",""good people and coworkers and nice building"",""Good benefits""]","At Stanford, you matter as much as the work
Our holistic approach to benefits helps you grow, recharge and care for yourself—and the people who matter most—at any life stage. From health, wellness and retirement to time off and educational assistance, we offer thoughtful benefits and many evidence-based perks designed to help you live your best life while doing the work of a lifetime.","[""Great retirement savings plan match and option to use doctors in the Stanford health network."",""I like the Arrillaga gym."",""Great benefits, including health insurance and retirement plans""]"
"[""Horrible culture and no sign of change."",""Hard work environment and busy work"",""racist work place and toxic""]","[""Great culture, benefits, company, and people!"",""Healthy work environment with teamwork."",""Good benefits."",""Pay and bonus structure great""]",,"[""They offer a great benefits package. "",""6% 401k match and full health"",""6% 401k match, $1,500 HSA match, 120+ hours of PTO,""]"
"[""Horrible culture and no sign of change."",""Hard work environment and busy work"",""racist work place and toxic""]","[""Great culture, benefits, company, and people!"",""Healthy work environment with teamwork."",""Good benefits."",""Pay and bonus structure great""]",,"[""They offer a great benefits package. "",""6% 401k match and full health"",""6% 401k match, $1,500 HSA match, 120+ hours of PTO,""]"
"[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]",,"[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
"[""Low Pay and kind of boring."",""Income management, meaning they don't want you to make to much money because they think it will kill your motivation to hustle."",""Work environment is fast""]","[""great people"",""Great opportunity to learn and grow""]","A productive and innovative workplace starts with the well-being of our employees. At iHeartMedia, the health and welfare of our team is of the utmost importance. We offer an extensive range of benefits that allow our employees to bring their best selves to work each day and we strive to continue to make iHeartMedia a great place to work:

Health &amp; Wellness: Our comprehensive benefits package includes medical, dental and vision coverage, as well as family life and accident insurance.
Time Away: Our time-off policy offers 15 paid holidays, half-days before key holidays, plus vacation.
Financial: Employees can participate in a 401(k) program.
Our benefits programs also includes a variety of flexible spending accounts.
Parental Leave: Your family is part of the iHeartMedia family. We support employees throughout their lives, including the growth of their families with our Parental Leave policy, as well as additional short-term voluntary disability.
Other benefits: We offer voluntary benefits at discounted rates, including pet, legal and auto/home insurance, as well as identity theft.
","[""Great perks.\nCould have improvements "",""Health coverage is expensive. I was better off with Covered California."",""reasonable pricing on insurance options""]"
"[""Horrible work life balance"",""Pay is below market rate"",""Most challenging management I’ve ever experienced."",""Large organization takes a bit of time to get to know, but people are friendly and helpful""]","[""The organization is looking to grow and offer more perks to staff including Peloton benefits, counseling, etc. Very good work/life balance."",""The Benefits are good but pricey"",""The pay is better than most for a remote position."",""Excellent management."",""People are nice and willing to help out initially""]","Total Rewards
At Healthfirst, we provide a Total Rewards program that allows us to attract, engage and retain talented team members who embody our culture and share our commitment to provide the highest quality healthcare and related services to our members.
Health and Wellness
Our benefits packages include health and wellness benefits, as well as additional employee perks.&nbsp;

Health benefits include:&nbsp;

Medical, Dental, and Vision plan options
Wellness credits
Spring Health mental wellness program
Maternity, Bereavement, and Short Term/Long Term Disability leave options
Additional optional health coverage plans


Wellness benefits include:

Paid Time Off
9 Paid holidays, and 6 early office closure days
Social Justice day
Free Peloton App membership and discounts on bikes and treadmills
Health Food Cafes


Employee perks include:

401k with up to 6% match after 1 year
Annual incentive and merit increase potential
Tuition reimbursement for approved degree programs and certifications
Discounts and deals on travel, select memberships, and other special offers
Free online learning through our Employee Learning Platform



&nbsp;","[""healthfirst offers great benefits for its employees \n"",""Good benefits, low salary compared to market "",""This company offers a great benefit package ""]"
"[""Management is not good they have already fixed their mindset about appreciation.""]","[""good benefit and vision and working process"",""Good work life balance"",""Amazing work culture and a dynamic company that cares about professional growth."",""Cool Management."",""Great work environment and company culture.""]",www.lenovobenefits.com,"[""4% Match 401K\nGood insurance coverage"",""6% 401(k) match, decent healthcare"",""Awesome healthcare and 401k match. Best-in-class parental leave for all parents.""]"
"[""Substandard base pay, raises, and bonus""]","[""Decent benefits"",""Respectful colleagues"",""Great team, work life balance, and collaboration.""]","NYSTEC Total Rewards 
We encourage, support, and compensate our employees based on our philosophy of Total Rewards. In addition to financial compensation, NYSTEC’s Total Rewards program believes in providing its employees the opportunity to excel and advance in their field, provide meaningful work, contribute to the community, work cooperatively and productively with colleagues, and balance work life duties.","[""Generous 403b match, 20 PTO days which increase with years of service, tuition reimbursement, professional development reimbursement, savings or student loan matching, fitness reimbursement"",""401k is good. Pay isn’t that of industry standards. Upper management is allowed too much leeway as far as what employees are paid, even with pay grades. "",""Benefits package is standard overall for an office environment. It's sold to employees as being an exemplary Total Rewards Package but it's essentially the same package you can get at any company. These are the main differences compared to other companies:\n\nPros: They usually give an additional payment to your retirement account if NYSTEC does well that year. There's a gift each quarter and an annual gift. Mobile phone is paid for up to a specified amount.\n\nCons: You can use Cigna providers if you travel outside of the Capital District but you're locked into MVP within the Albany area. Work/life balance is not guaranteed and depends on how well the project is negotiated when the contract is signed and how much your practice leader supports their team--you will be expected to make up for this by working more with less. Merit increases are not based on an objective process.\n\nSince the majority of the projects are with state and local government clients, the benefits should compete with what you would receive as a civil servant. If you tell employees that you pay less than other consulting firms because the benefits are amazing, shouldn't the benefits be better than what our clients receive and also significantly better than what you can get at other firms? ""]"
"[""Pay is below market average and city's salary average."",""Toxic management, little to no training"",""This experience was very different from my past employment at UTHealth which I really enjoyed.""]","[""The benefits along with the job flexibility were good."",""Great people (plus or minus the usual \""special\"" more challenging people)"",""Flexibility Decent Pay Healthcare Benefits Supportive Team (every team is different)""]",,"[""Dental Plan worst Part, A lot of Paid Time Off a Plus "",""Everything was great and affordable."",""It was great and cool""]"
"[""No work life balance, constant emails and meetings.""]","[""Flexible and work life balance"",""Exceptional benefits and insurance packages."",""Great management."",""befits were great."",""Fast paced and you learn a lot about an interesting industry.""]",,"[""None that I can think of."",""The best things is they give 3 months off for paternity/ maternity leave"",""Health Insurance was very good.""]"
"[""Long hours for supporting older systems.""]","[""Long hours."",""Good pay"",""Working with knowledgeable and sharp colleagues"",""I was given alot of autonomy to make decisions and engage in special projects that allowed me to grow my career."",""good medical benefits, nice working environment.""]",,"[""The best part is 401k."",""The best part is 401k."",""Regular benefits. Health insurance is not 100% covered""]"
"[""not the best culture"",""Low pay"",""Long hours and hard to get a raise""]","[""Great culture and set of values"",""good pay"",""Hours are flexible when not during \""busy\"" times, otherwise hours are long"",""Good exposure Good WLB and culture Great health insurance Smart and driven people"",""Good benefits; nice people; exposed to a lot of different things.""]",,"[""Great maternity leave policy for moms and dads."",""Pretty good benefits for a firm"",""The company's 401k matching was good.""]"
"[""Mind you this whole 6 months you'd be working with no benefits, and only a 30 min lunch break."",""Management is not transparent."",""Secondly, there are no career opportunities for IT within the organization because the individual facilities are not seen by the central office where most of the high impact opportunities can be found.""]","[""Union benefits, never overwhelmed, great food"",""Good pay and set hours."",""Expectations clearly set by management."",""Nice coworkers""]",,"[""They have Good health insurance coverage"",""Maternity leave is based on annual leave &amp; sick time once this runs out you will not be paid, but while you have this time on the books you will be paid the regular bi weekly pay, also maternity leave is approved for 6-12 weeks under FMLA, after you can apply for child care leave, medical documentation MUST state a diagnosis, why you need the leave according to the diagnosis, any restrictions, leave and return dates, MUST have medical office official letter head and MUST have DR's stamp with NPI # along with signature. FMLA form has to be submitted I believe 12 weeks prior to planned leave and should be emailed to the Benefits department b/c there is no office on site to bring it. "",""15 days PTO, 10 sick days, dental and vision included in health insurance""]"
"[""Pay was good...could be better."",""Poor management."",""Unfortunate pay, bad benefits, sometimes felt like the blind leading the blind"",""Disorganized, late per diem, favoritism among staff by corporate and managers."",""No leadership""]","[""Pay is good and the job is easy"",""Responsive management"",""Company low balls pay and refuses to provide benefits to nurses on the front line during the COVID epidemic."",""leadership was helpful""]",,"[""The best thing is that the company offers good commission benefits; the worst thing is that they let you go with a reason."",""half day on fridays are great"",""paid time off,  health insurance""]"
"[""Low Pay and kind of boring."",""Income management, meaning they don't want you to make to much money because they think it will kill your motivation to hustle."",""Work environment is fast""]","[""great people"",""Great opportunity to learn and grow""]","A productive and innovative workplace starts with the well-being of our employees. At iHeartMedia, the health and welfare of our team is of the utmost importance. We offer an extensive range of benefits that allow our employees to bring their best selves to work each day and we strive to continue to make iHeartMedia a great place to work:

Health &amp; Wellness: Our comprehensive benefits package includes medical, dental and vision coverage, as well as family life and accident insurance.
Time Away: Our time-off policy offers 15 paid holidays, half-days before key holidays, plus vacation.
Financial: Employees can participate in a 401(k) program.
Our benefits programs also includes a variety of flexible spending accounts.
Parental Leave: Your family is part of the iHeartMedia family. We support employees throughout their lives, including the growth of their families with our Parental Leave policy, as well as additional short-term voluntary disability.
Other benefits: We offer voluntary benefits at discounted rates, including pet, legal and auto/home insurance, as well as identity theft.
","[""Great perks.\nCould have improvements "",""Health coverage is expensive. I was better off with Covered California."",""reasonable pricing on insurance options""]"
[],"[""Generous pay and benefits"",""Diversity of projects, very skilled colleagues"",""Decent hourly Pay for an intern""]",,"[""The company offers a 401K plan, medical and dental plans and decent leave policies"",""Good overall; no other words"",""Benefits are as one would expect""]"
"[""Leadership doesn’t care."",""Extremely high turn over rate.""]","[""Good leadership"",""Good coworkers"",""There is great advancement in the company, Many employees have been there 10, 20, 30, 40 years!!"",""Nice clients""]",,"[""One of the best in the business!"",""While I worked for Mt Olivet rolling acres, my coworker told me a client of mine was dragged my his neck by an overnight staff member which, according to my coworker, left bruising. When I asked my superior if the client's parent or Central Entry Point of had been contacted I was not given a straight answer. It was a month before I saw any action and weeks even later when they fired the overnight staff member.\r\n"",""PTO was fantastic. Not having sick days and having to use you're PTO was not so fantastic.""]"
"[""low salary and and and"",""Awful management, to avoid totally this company."",""Isolated from European colleagues and flat structure"",""Alot of dependency on you because of smaller size, and less work life balance"",""Terrible pay, bad culture, boring work, not very nice collegaues""]","[""good salary"",""Supportive management and good projects to work on."",""Good enviroment and nice colleagues"",""Good work life balance compared to other consultancies"",""Good culture and a relaxing environment""]",,"[""Good benefits good pay and nice people"",""Benefits are good here, no complaints. "",""Benefits are terrific.  Long hours.  ""]"
"[""The culture is not good""]","[""Great people, willing to take on new ways of thinking to improve."",""The office is nice in mid boston"",""Company has good benefits."",""Good Pay""]",,"[""Great severance after many years of faithful service.\nInteresting changes coming to Haemo, stay tuned!"",""It's comparable to others out there."",""Average benefit for the company size""]"
"[""Horrible work life balance"",""Pay is below market rate"",""Most challenging management I’ve ever experienced."",""Large organization takes a bit of time to get to know, but people are friendly and helpful""]","[""The organization is looking to grow and offer more perks to staff including Peloton benefits, counseling, etc. Very good work/life balance."",""The Benefits are good but pricey"",""The pay is better than most for a remote position."",""Excellent management."",""People are nice and willing to help out initially""]","Total Rewards
At Healthfirst, we provide a Total Rewards program that allows us to attract, engage and retain talented team members who embody our culture and share our commitment to provide the highest quality healthcare and related services to our members.
Health and Wellness
Our benefits packages include health and wellness benefits, as well as additional employee perks.&nbsp;

Health benefits include:&nbsp;

Medical, Dental, and Vision plan options
Wellness credits
Spring Health mental wellness program
Maternity, Bereavement, and Short Term/Long Term Disability leave options
Additional optional health coverage plans


Wellness benefits include:

Paid Time Off
9 Paid holidays, and 6 early office closure days
Social Justice day
Free Peloton App membership and discounts on bikes and treadmills
Health Food Cafes


Employee perks include:

401k with up to 6% match after 1 year
Annual incentive and merit increase potential
Tuition reimbursement for approved degree programs and certifications
Discounts and deals on travel, select memberships, and other special offers
Free online learning through our Employee Learning Platform



&nbsp;","[""healthfirst offers great benefits for its employees \n"",""Good benefits, low salary compared to market "",""This company offers a great benefit package ""]"
"[""Low Pay compaired to other universities"",""Isolated town, long dark winters, unreasonable working expectations, few benefits, little support"",""long hours with long commute"",""Supervisor disrespected me and limited opportunities for career growth.""]","[""Good pay, decent work life balance"",""Good research environment and benefits for staff"",""great people, views, resources, overall great"",""Not too stressful with flexible hours"",""Ample resources and opportunities.""]",,"[""Fertility benefits are amazing. Paid barely anything for IVF and other fertility related treatment. Aetna insurance. 22 weeks of parental leave once baby is here. Plus 4 weeks of leave prior to birth. "",""good stipend, housing, meal, travel reimbursement"",""Best: Premier Insurance, 2 weeks of annual paid leave\nWorst: Lower than industry salary""]"
"[""C3 AI has a culture of hard work, which unfortunately for many (not all) leads to heavy burnout."",""no work from home, even after multiple people got covid in the office"",""Benefits need to be more family friendly to compete for more senior positions.""]","[""Smart people from top schools"",""Solid product with a great culture"",""Best Workplace Challenging work Competitive salary"",""Perks were incredible, work from home as much as you want and pretty much did my own hours."",""The job offer is good and the benefits are too.""]",,"[""15 PTOs, 5 sick days annually"",""Good work benifits with free lunch and happy hour."",""Free lunches, employee stock purchase program""]"
"[""Low Pay and kind of boring."",""Income management, meaning they don't want you to make to much money because they think it will kill your motivation to hustle."",""Work environment is fast""]","[""great people"",""Great opportunity to learn and grow""]","A productive and innovative workplace starts with the well-being of our employees. At iHeartMedia, the health and welfare of our team is of the utmost importance. We offer an extensive range of benefits that allow our employees to bring their best selves to work each day and we strive to continue to make iHeartMedia a great place to work:

Health &amp; Wellness: Our comprehensive benefits package includes medical, dental and vision coverage, as well as family life and accident insurance.
Time Away: Our time-off policy offers 15 paid holidays, half-days before key holidays, plus vacation.
Financial: Employees can participate in a 401(k) program.
Our benefits programs also includes a variety of flexible spending accounts.
Parental Leave: Your family is part of the iHeartMedia family. We support employees throughout their lives, including the growth of their families with our Parental Leave policy, as well as additional short-term voluntary disability.
Other benefits: We offer voluntary benefits at discounted rates, including pet, legal and auto/home insurance, as well as identity theft.
","[""Great perks.\nCould have improvements "",""Health coverage is expensive. I was better off with Covered California."",""reasonable pricing on insurance options""]"
"[""The managers have absolutely 0 professionalism."",""4. Horrible benefits and 401K."",""takes long for you to start to earn commissions."",""Company culture and mental health awareness is a joke there.""]","[""Managers are friendly"",""The benefits are even awful here."",""Commission, fun times, diversity, flex fridays"",""The company culture is amazing and everyone is very nice and helpful."",""Flex Fridays and some great people""]",,"[""The best thing is that the company offers good commission benefits; the worst thing is that they let you go with a reason."",""half day on fridays are great"",""paid time off,  health insurance""]"
"[""Low pay and"",""Weak leadership with no accountability""]","[""Great Benefits, fair pay, location"",""Additionally, they have the very best people, best products and best leadership of any company I have worked with or for!"",""Great working environment and benefit"",""They support you, and bring your career along at the pace that is right for you!"",""nice people to work with""]","SICK, Inc. is proud to offer a comprehensive benefits package to eligible, full-time employees who work 25 hours per week.","[""excellent benefits, no problems, good environment"",""Medical insurance is really good"",""They use United Health Insurance. Have had some issues getting things approved.""]"
"[""no work life balance"",""Benefits could be better as well as PTO"",""Felt pay was low and speed of work was slow"",""Higher ups could care less about people who do the work."",""Even with bad management, I would still recommend to a friend if that friend was junior to mid level.""]","[""Good work life balance mostly"",""benefits are good and start day 1"",""Good pay and stability in the workplace"",""So its a great for people who go from undergrad to grad school with minimal experience and can get a well"",""management is good.""]",Northrop Grumman provides a comprehensive benefits package and a work environment that encourages your growth and supports the mutual success of our people and our company. Northrop Grumman benefits give you the flexibility and control to choose the benefits that make the most sense for you and your family.,"[""PTO, healthcare and 401K are all offered and are all excellent options"",""Great health insurance, flexibility, and PTO."",""Decent benefits. PTO and sick time are wrapped into one benefit. ""]"
"[""Low Pay and kind of boring."",""Income management, meaning they don't want you to make to much money because they think it will kill your motivation to hustle."",""Work environment is fast""]","[""great people"",""Great opportunity to learn and grow""]","A productive and innovative workplace starts with the well-being of our employees. At iHeartMedia, the health and welfare of our team is of the utmost importance. We offer an extensive range of benefits that allow our employees to bring their best selves to work each day and we strive to continue to make iHeartMedia a great place to work:

Health &amp; Wellness: Our comprehensive benefits package includes medical, dental and vision coverage, as well as family life and accident insurance.
Time Away: Our time-off policy offers 15 paid holidays, half-days before key holidays, plus vacation.
Financial: Employees can participate in a 401(k) program.
Our benefits programs also includes a variety of flexible spending accounts.
Parental Leave: Your family is part of the iHeartMedia family. We support employees throughout their lives, including the growth of their families with our Parental Leave policy, as well as additional short-term voluntary disability.
Other benefits: We offer voluntary benefits at discounted rates, including pet, legal and auto/home insurance, as well as identity theft.
","[""Great perks.\nCould have improvements "",""Health coverage is expensive. I was better off with Covered California."",""reasonable pricing on insurance options""]"
"[""Salaries are competitive and follows market standards"",""Although the client's complete team is bigger than us working remotely."",""No proper policy where employees get benefits."",""No proper communication""]","[""If you are currently unemployed and looking for a job, please do not join this company, I would suggest you to continue interviewing and please join another one because even if you get selected, you will be fired as they have only short term projects for which they are hiring you and once the project contract ends you will he fired irrespective of your performance.""]",,"[""Good 401K, vacation, deferred compensation options"",""Competitive benefits offered but could be better"",""Competitive benefits offered but could be better""]"
"[""No work life balance, constant emails and meetings.""]","[""Flexible and work life balance"",""Exceptional benefits and insurance packages."",""Great management."",""befits were great."",""Fast paced and you learn a lot about an interesting industry.""]",,"[""None that I can think of."",""The best things is they give 3 months off for paternity/ maternity leave"",""Health Insurance was very good.""]"
"[""No work life balance and some difficult colleagues"",""Unrealistic expectations and bad culture"",""Bad benefits."",""Low pay and annoying regulatory hurdles"",""4. Terrible pressure, so attrition rate is very high, even high salary does not ensure good people to stay""]","[""Good Work Life balance and"",""Culture is good and relatively flat"",""Good benefits with a culture"",""Good pay and leaves"",""Great people and office location""]","Citi makes a significant investment to provide valuable benefit programs for all employees around the world.  These include core health, insurance and retirement programs as well as supplementary programs.
Our global benefits philosophy requires that programs should deliver quality benefits and be simple to understand, to access and communicate. Our Live Well at Citi Global Health Strategy, offers best in class wellness programs, tools and resources to help employees lead healthier lives. We strive to inspire accountability, improve health and productivity while managing our healthcare costs. Our programs are designed to support Citi’s values and help to attract, motivate and retain a diverse workforce within a collaborative work environment.","[""Healthcare is offered at higher price tag"",""Health insurance and PTO vacation "",""Vacation time was reasonable but did not like specific dates blocked""]"
"[""not much room for advancement""]","[""Good people that care about each other.""]",,"[""Good match for 401k, options for health coverage"",""You can pick and choose what you are looking for from day one"",""Decent plan through TFI Intl""]"
"[""No work life balance at all"",""My manager was very inexperienced and at times rude."",""Toxic culture.""]","[""Work life balance is great"",""Good people to work with"",""25 days of PTO."",""Great values, generous PTO, laid back managers, brilliant colleagues."",""Good culture.""]",,"[""Lots of PTO and affordable healthcare"",""The vacation benefits are great."",""Great benefits!  Amazing PTO and ability to volunteer 5 days a year!!!""]"
"[""Senior Leadership is very slow to adjust to market trends.""]","[""Benefits (product and agility allowances, 401K, 4 weeks time off)"",""Great industry and good benefits"",""Great career growth opportunity, genuinely good people, flexible environment"",""People are great, good work life balance, frequent chance to connect with people in the company""]","Our programs are tailored to support the needs of our employees and their families. We recognize the value of a diverse workforce and therefore include coverage for domestic partners and the children of domestic partners for our eligible employees.
The health and wellbeing of our employees is very important to us. We foster a culture of health through health fairs, and programs and activities that support healthy nutrition and exercise.
Product Allowance
We encourage our employees to act as ambassadors of our brands. To support this effort, eligible employees over the age of 21 have a product allowance to promote our brands with friends and family.
Additional Perks:

Flexible Work Environment
Casual dress code
Summer Fridays
Comprehensive health &amp; wellness programs
Fertility &amp; childcare benefits
Generous paid time off (including HQ being closed Christmas through New Years)
Yearly agility allowance
Tuition scholarships &amp; reimbursement programs
Weekly themed happy hours
Access to relevant and modern learning opportunities
Community outreach and charitable gifting
Company car (or allowance) for eligible roles

Please note that this is only a brief overview of Pernod Ricard USA’s benefit offerings and does not supersede the official plan document and contracts.
Visit our benefits page for more information!
PRUSA Benefits
Canada Benefits","[""good package including health insurance"",""Industry standard but diminishing levels for newer employees. Complicated annual review."",""They provide all the basic necessities and can improve on Care package.""]"
"[""not much room for advancement""]","[""Good people that care about each other.""]",,"[""Good match for 401k, options for health coverage"",""You can pick and choose what you are looking for from day one"",""Decent plan through TFI Intl""]"
"[""No cons but the fact is the people are still working"",""Low pay"",""Work life balance is a challenge, good amount of nepotism"",""Benefits and Hike is less"",""Bad working hours, bad leadership""]","[""The people are great."",""Competitive pay"",""Good working environment, Work life balance."",""Benefits are good, There is opportunity if you can find the time to apply.""]",,"[""It was just fine, nothing special."",""401 k match is great"",""Limited 401k with matching only once per year.  ""]"
"[""low salary and and and"",""Awful management, to avoid totally this company."",""Isolated from European colleagues and flat structure"",""Alot of dependency on you because of smaller size, and less work life balance"",""Terrible pay, bad culture, boring work, not very nice collegaues""]","[""good salary"",""Supportive management and good projects to work on."",""Good enviroment and nice colleagues"",""Good work life balance compared to other consultancies"",""Good culture and a relaxing environment""]",,"[""Good benefits good pay and nice people"",""Benefits are good here, no complaints. "",""Benefits are terrific.  Long hours.  ""]"
